date,CAD_per_INR
2020-08-11,0.01781
2020-08-12,0.01773
2020-08-13,0.01766
2020-08-14,0.01769
2020-08-17,0.01767
2020-08-18,0.01765
2020-08-19,0.0176
2020-08-20,0.01758
2020-08-21,0.01762
2020-08-24,0.01781
2020-08-25,0.01777
2020-08-26,0.01772
2020-08-27,0.01776
2020-08-28,0.0179
2020-08-31,0.0178
2020-09-01,0.01789
2020-09-02,0.01784
2020-09-03,0.01788
2020-09-04,0.01787
2020-09-08,0.01787
2020-09-09,0.01795
2020-09-10,0.01793
2020-09-11,0.01795
2020-09-14,0.01794
2020-09-15,0.0179
2020-09-16,0.01791
2020-09-17,0.01793
2020-09-18,0.01793
2020-09-21,0.01806
2020-09-22,0.01811
2020-09-23,0.01816
2020-09-24,0.01809
2020-09-25,0.01818
2020-09-28,0.01813
2020-09-29,0.01815
2020-09-30,0.01813
2020-10-01,0.01816
2020-10-02,0.01815
2020-10-05,0.01815
2020-10-06,0.01808
2020-10-07,0.01811
2020-10-08,0.01803
2020-10-09,0.01799
2020-10-13,0.01789
2020-10-14,0.01794
2020-10-15,0.01801
2020-10-16,0.01797
2020-10-19,0.01796
2020-10-20,0.01788
2020-10-21,0.01782
2020-10-22,0.01784
2020-10-23,0.0178
2020-10-26,0.01784
2020-10-27,0.01788
2020-10-28,0.01794
2020-10-29,0.01794
2020-10-30,0.01786
2020-11-02,0.01779
2020-11-03,0.01763
2020-11-04,0.01766
2020-11-05,0.01765
2020-11-06,0.01762
2020-11-09,0.01754
2020-11-10,0.01752
2020-11-12,0.01758
2020-11-13,0.01762
2020-11-16,0.01758
2020-11-17,0.01759
2020-11-18,0.01762
2020-11-19,0.01764
2020-11-20,0.01763
2020-11-23,0.01763
2020-11-24,0.01759
2020-11-25,0.01762
2020-11-26,0.01763
2020-11-27,0.01754
2020-11-30,0.01752
2020-12-01,0.01761
2020-12-02,0.01754
2020-12-03,0.01745
2020-12-04,0.01735
2020-12-07,0.01733
2020-12-08,0.01738
2020-12-09,0.01737
2020-12-10,0.01727
2020-12-11,0.01731
2020-12-14,0.01733
2020-12-15,0.01729
2020-12-16,0.01732
2020-12-17,0.01729
2020-12-18,0.01737
2020-12-21,0.01736
2020-12-22,0.01748
2020-12-23,0.01743
2020-12-24,0.01745
2020-12-29,0.01745
2020-12-30,0.01746
2020-12-31,0.01744
2021-01-04,0.01745
2021-01-05,0.01737
2021-01-06,0.01734
2021-01-07,0.01731
2021-01-08,0.01733
2021-01-11,0.0174
2021-01-12,0.0174
2021-01-13,0.01738
2021-01-14,0.01731
2021-01-15,0.0174
2021-01-18,0.01743
2021-01-19,0.0174
2021-01-20,0.01735
2021-01-21,0.0173
2021-01-22,0.01742
2021-01-25,0.01746
2021-01-26,0.01742
2021-01-27,0.01749
2021-01-28,0.01756
2021-01-29,0.01754
2021-02-01,0.01753
2021-02-02,0.01757
2021-02-03,0.01755
2021-02-04,0.01758
2021-02-05,0.01754
2021-02-08,0.01749
2021-02-09,0.01745
2021-02-10,0.01742
2021-02-11,0.01745
2021-02-12,0.01751
2021-02-16,0.01741
2021-02-17,0.01745
2021-02-18,0.01748
2021-02-19,0.0174
2021-02-22,0.0174
2021-02-23,0.01739
2021-02-24,0.01733
2021-02-25,0.01723
2021-02-26,0.01716
2021-03-01,0.01724
2021-03-02,0.01722
2021-03-03,0.01733
2021-03-04,0.01737
2021-03-05,0.01731
2021-03-08,0.01726
2021-03-09,0.01733
2021-03-10,0.01736
2021-03-11,0.01728
2021-03-12,0.01718
2021-03-15,0.0172
2021-03-16,0.01717
2021-03-17,0.01717
2021-03-18,0.01715
2021-03-19,0.01726
2021-03-22,0.01729
2021-03-23,0.01733
2021-03-24,0.0173
2021-03-25,0.01735
2021-03-26,0.01732
2021-03-29,0.01731
2021-03-30,0.0172
2021-03-31,0.01719
2021-04-01,0.01713
2021-04-05,0.01708
2021-04-06,0.01709
2021-04-07,0.01696
2021-04-08,0.01687
2021-04-09,0.01678
2021-04-12,0.01673
2021-04-13,0.01667
2021-04-14,0.01669
2021-04-15,0.01674
2021-04-16,0.01679
2021-04-19,0.01672
2021-04-20,0.01668
2021-04-21,0.0166
2021-04-22,0.01665
2021-04-23,0.01666
2021-04-26,0.0166
2021-04-27,0.01663
2021-04-28,0.01659
2021-04-29,0.01659
2021-04-30,0.0166
2021-05-03,0.01662
2021-05-04,0.01668
2021-05-05,0.01662
2021-05-06,0.01656
2021-05-07,0.01658
2021-05-10,0.01648
2021-05-11,0.01648
2021-05-12,0.01646
2021-05-13,0.01653
2021-05-14,0.01653
2021-05-17,0.01648
2021-05-18,0.0165
2021-05-19,0.01653
2021-05-20,0.01652
2021-05-21,0.01656
2021-05-25,0.01657
2021-05-26,0.01665
2021-05-27,0.01663
2021-05-28,0
2021-06-01,0.01653
2021-06-02,0.01651
2021-06-03,0.01658
2021-06-04,0.01658
2021-06-07,0.01658
2021-06-08,0.01659
2021-06-09,0.01658
2021-06-10,0.01655
2021-06-11,0.01659
2021-06-14,0.01659
2021-06-15,0.01662
2021-06-16,0.01663
2021-06-17,0.01664
2021-06-18,0.01676
2021-06-21,0.01669
2021-06-22,0.01662
2021-06-23,0.01657
2021-06-24,0.01661
2021-06-25,0.01658
2021-06-28,0.0166
2021-06-29,0.01667
2021-06-30,0.01667
2021-07-02,0.01657
2021-07-05,0.01661
2021-07-06,0.01669
2021-07-07,0.01669
2021-07-08,0.01677
2021-07-09,0.01674
2021-07-12,0.01672
2021-07-13,0.01678
2021-07-14,0.01677
2021-07-15,0.01687
2021-07-16,0.01688
2021-07-19,0.01704
2021-07-20,0.01706
2021-07-21,0.0169
2021-07-22,0.01688
2021-07-23,0.01689
2021-07-26,0.01687
2021-07-27,0.01689
2021-07-28,0.01687
2021-07-29,0.01677
2021-07-30,0.01676
2021-08-03,0.0169
2021-08-04,0.01691
2021-08-05,0.01686
2021-08-06,0.01692
2021-08-09,0.0169
2021-08-10,0.01684
2021-08-11,0.01684
2021-08-12,0.01685
2021-08-13,0.01685
2021-08-16,0.01694
2021-08-17,0.01697
2021-08-18,0.017
2021-08-19,0.0172
2021-08-20,0.01729
2021-08-23,0.01711
2021-08-24,0.017
2021-08-25,0.017
