date,CAD_per_MXN
2026-05-07,0.07913
2026-05-08,0.07953
2026-05-11,0.07948
2026-05-12,0.0795
2026-05-13,0.07967
2026-05-14,0.07971
2026-05-15,0.07925
2026-05-19,0.07915
2026-05-20,0.0794
2026-05-21,0.07951
2026-05-22,0.07973
2026-05-25,0.07993
2026-05-26,0.07979
2026-05-27,0.07968
2026-05-28,0.07965
2026-05-29,0.07952
2026-06-01,0.07969
2026-06-02,0.08001
2026-06-03,0.08012
2026-06-04,0.08039
2026-06-05,0.07988
